Organization Id,Name,Country,Founded,Industry,Number of employees
5c16dfEc05ddF61,Sharp Group,Angola,21th century,RECREATIONAL FACILITIES / SERVICES,9379
81c3af85f6E430a,Delacruz-Schaefer,Ecuador,21th century,ENTERTAINMENT / MOVIE PRODUCTION,8971
f1F31f1fdcC45f7,Summers-Charles,Montserrat,21th century,DESIGN,7234
eEB5F34DbcEf4FE,"David, Fitzgerald and Navarro",Lithuania,20th century,FINANCIAL SERVICES,1925
452b6A6B5E7D5c0,"Hernandez, Trevino and Ibarra",South Africa,21th century,THINK TANKS,9610
c5CC592a8CEEb2b,Tanner PLC,Monaco,20th century,LUXURY GOODS / JEWELRY,5154
06d31E280E9D34b,"Horne, Benton and Fitzpatrick",Dominican Republic,21th century,LEGISLATIVE OFFICE,4657
D1DdcFe6d0886C0,Ritter Ltd,Gibraltar,20th century,WRITING / EDITING,9723
6b7dE9eFa1ea1D0,Mann-Brown,United States of America,20th century,PUBLIC RELATIONS / PR,5097
4cFeAe6CCAd2584,Flowers Inc,Morocco,21th century,COMPUTER SOFTWARE / ENGINEERING,2105
Afe49AF8cf10ffa,Sweeney-Krueger,Cameroon,20th century,INDIVIDUAL / FAMILY SERVICES,6754
8d6280d0dE7504f,"Braun, Ray and Cochran",Turks and Caicos Islands,20th century,PUBLIC SAFETY,9749
EB0B2bEb1Dd6bD3,"Hopkins, Moore and Douglas",Kazakhstan,21th century,ENVIRONMENTAL SERVICES,4816
706cfDE5C79eA16,Reeves-Stark,Faroe Islands,20th century,CONSUMER ELECTRONICS,6257
034aaC63a4e6bE4,Kline LLC,Algeria,20th century,WINE / SPIRITS,3911
b89fa7A96aA2BCd,"Mayer, Mejia and Morse",Dominican Republic,21th century,INTERNATIONAL TRADE / DEVELOPMENT,4491
80b2e9ffa01Bd96,"Shepard, Wu and Booker",Saudi Arabia,20th century,MARKETING / ADVERTISING / SALES,2665
cf7BC5e514bE5f0,Leonard LLC,Guinea-Bissau,21th century,TELECOMMUNICATIONS,7362
cd382cFB5595bAe,Hardin and Sons,Brazil,21th century,COSMETICS,3552
4B7BFb8109b03F6,Robertson-Jimenez,British Virgin Islands,21th century,RETAIL INDUSTRY,8174
AdcBE3DF365BFBa,Huynh Group,Maldives,21th century,FURNITURE,3182
DC307f258ffAE89,"Reed, Fischer and Miles",Brazil,20th century,INTERNET,4561
A2c7fF640DD3470,Choi-Burch,Wallis and Futuna,20th century,COMPUTER HARDWARE,3069
83D155b6F31F89F,Solis-Pace,Rwanda,21th century,LEGAL SERVICES,4458
Be71de763Ec5ae5,"Hobbs, Herrera and Molina",Chile,20th century,MEDIA,9843
CEa5D0C9C42E3D3,"Mann, Sandoval and Mejia",Azerbaijan,20th century,PACKAGE / FREIGHT DELIVERY,4891
d63b876a64A1A76,"Vance, Woodard and Torres",Guadeloupe,21th century,PROFESSIONAL TRAINING,6375
FB9B1bc733cbfEc,"Blevins, Francis and Pierce",Azerbaijan,21th century,WRITING / EDITING,2293
1e4ef4aaA1aE76C,Mccormick-Doyle,Korea,20th century,STAFFING / RECRUITING,9784
0Aca13225Bdd5CD,Hawkins-Zuniga,Argentina,21th century,DEFENSE / SPACE,8652
84f6c7bf9a268DA,"Moss, Pineda and Burch",Palau,20th century,FOOD PRODUCTION,6705
D4eD3Ae0Fc8CB7f,"Ball, Hutchinson and Washington",Maldives,21th century,RECREATIONAL FACILITIES / SERVICES,8549
31fEeCb1cb9E16C,"White, Hodge and Ryan",Saint Lucia,20th century,INSURANCE,1728
EB21d0A9E996A16,Villarreal Ltd,Bangladesh,20th century,TEXTILES,9564
2Db6dE7FDDca34c,Singh-Hancock,Chile,20th century,NEWSPAPERS / JOURNALISM,4293
31F67Ad8e4cE61c,Case Group,Lebanon,21th century,CONSUMER ELECTRONICS,4878
f147dbE9eC5Ca05,"Atkins, Moreno and Shaffer",San Marino,20th century,PACKAGING / CONTAINERS,1610
7F90C4BE5acf08D,Mccormick Ltd,Cyprus,20th century,COMPUTER HARDWARE,4101
fb5c1098aE3C270,Hood-Holmes,Rwanda,20th century,AUTOMOTIVE,7448
1f4Cec6Bbd81e1B,Sheppard LLC,New Zealand,20th century,SUPERMARKETS,7276
fAe14AAEAD5Ecaf,Copeland-Steele,Hong Kong,21th century,ENVIRONMENTAL SERVICES,5580
f079bCf93E4d85B,Buck-Grant,Serbia,20th century,NANOTECHNOLOGY,8286
5d97D11569EB66A,"Phillips, Trevino and Lee",Seychelles,20th century,RETAIL INDUSTRY,5399
BAB7f3Fb1C9Ab8D,Hendrix LLC,Saint Kitts and Nevis,20th century,PHOTOGRAPHY,8410
de6D05E8371500c,Andrade-Irwin,Monaco,21th century,MARITIME,4532
E7a35B27Ab91c4E,Parker PLC,Tanzania,20th century,MENTAL HEALTH CARE,5388
cc0F456ce4Dc2a7,Pham PLC,Uganda,20th century,GOVERNMENT RELATIONS,2397
22a8A3604564Efe,Hill-Hutchinson,Botswana,20th century,INVESTMENT MANAGEMENT / HEDGE FUND / PRIVATE EQUITY,6214
A508edE0E4C6A2D,"Hickman, Hodges and Klein",Malta,21th century,CONSUMER GOODS,8278
06C785f3bd2a611,Sexton-Herrera,South Africa,20th century,PRIMARY / SECONDARY EDUCATION,4561
1f2D2259B52Ca1e,Marquez and Sons,Togo,21th century,COMPUTER / NETWORK SECURITY,4217
372DD1D3aF9c9aF,Small-Lawson,Macedonia,20th century,DAIRY,7142
A187cdBaeb14dD8,"Arnold, Sexton and Glass",Portugal,20th century,FINANCIAL SERVICES,7656
3CCCA8cc4fdcfa2,Frost and Sons,Malaysia,21th century,THINK TANKS,9508
AFF92E0C6644D1b,Rose Inc,Belize,20th century,GOVERNMENT RELATIONS,7689
8D1E3fbe7d2D01E,Long Group,Bahrain,21th century,DESIGN,3241
d4852f2a22Da6cf,Lucas Inc,Lithuania,20th century,TEXTILES,8359
C5787e4DAF7f8D4,"Blanchard, Velez and Donaldson",Belize,21th century,RAILROAD MANUFACTURE,8062
Af50Ae03Ebee8D9,Beasley-Holder,Israel,21th century,ALTERNATIVE DISPUTE RESOLUTION,6359
038CEAb7feeFd59,Khan-Douglas,Senegal,20th century,PUBLIC RELATIONS / PR,1061
fFDeF09c3F49F88,"Valencia, Schultz and Taylor",Austria,20th century,PUBLIC RELATIONS / PR,8689
bEB0BDCCaBd300C,Hanson-Lee,Czech Republic,21th century,INTERNATIONAL TRADE / DEVELOPMENT,9085
f145ebd5D6546F4,Bonilla PLC,Montserrat,21th century,WAREHOUSING,3461
B0128B3c985dB0f,Oneal PLC,Myanmar,20th century,MARITIME,7656
8cABA3Bd6FCedc5,"Alexander, Hammond and Michael",Brunei Darussalam,20th century,NON - PROFIT / VOLUNTEERING,9401
01CBbA1F02F3C78,"Newton, Porter and Mason",Niue,20th century,TELECOMMUNICATIONS,4708
b0db0274acB10Cf,Trevino PLC,Turkey,21th century,SECURITY / INVESTIGATIONS,7069
64d42fCEb4F1A9A,Fox Ltd,Turkey,20th century,PACKAGING / CONTAINERS,2848
5187163c1eeEADd,Christensen LLC,Belgium,21th century,ELECTRICAL / ELECTRONIC MANUFACTURING,9826
c78239E0Bc95182,"Griffith, Glover and Hardin",Cayman Islands,20th century,INVESTMENT BANKING / VENTURE,6662
CE880FDbeb03c54,Boyd Inc,Christmas Island,20th century,ALTERNATIVE MEDICINE,1392
dA7AF9e0D06A9a4,"Dennis, Wilkins and Martinez",Gibraltar,20th century,PROFESSIONAL TRAINING,1150
C7BFB7DEeAbdd3E,"Stevenson, Walker and Roth",Guernsey,21th century,OIL / ENERGY / SOLAR / GREENTECH,8790
cCf985aEb593DE1,"Wheeler, Cline and Calhoun",El Salvador,20th century,STAFFING / RECRUITING,6398
4A1EAaC6cBcFEF0,Key Ltd,Cuba,20th century,DAIRY,5802
7DCFdaC95EEe554,"Osborne, Dickerson and Dennis",New Caledonia,20th century,WAREHOUSING,7765
dc53e980ADE12e2,"Pham, Rubio and Bailey",Guatemala,20th century,FINE ART,8889
FdBbAbAeAF93fA6,Dalton-Parks,Djibouti,20th century,COMPUTER SOFTWARE / ENGINEERING,9195
170bAeFcfcBF462,Whitehead Inc,British Virgin Islands,21th century,ACCOUNTING,1947
06EfFEd9b3cbffC,"Burgess, Wright and Peck",Hong Kong,20th century,DAIRY,2378
4bdf655D8c7dFAA,"Franco, Dillon and Mccullough",Sweden,20th century,PRINTING,5445
1Fe3cF67Aab9DC7,Lindsey Inc,Saint Barthelemy,21th century,FARMING,2745
cBb1B06CE7045d8,Lambert-Beck,Panama,21th century,BUILDING MATERIALS,3695
f5c7C48BfdF0657,Ruiz PLC,Bosnia and Herzegovina,21th century,DESIGN,3416
d0EBcCfF365FdB0,"Lane, Clements and Mathis",Kenya,20th century,HOSPITAL / HEALTH CARE,3890
8a24F874551d2a5,"Payne, Nunez and Raymond",Latvia,21th century,ENVIRONMENTAL SERVICES,2427
eCEa7D8DFc4b5E6,Villa-Trujillo,Costa Rica,20th century,ARCHITECTURE / PLANNING,8829
FFBC3A4aAc990D1,Kaufman-Henson,Nepal,20th century,LEISURE / TRAVEL,7130
ACB4d38de7f3fa9,Bowen-Fry,Bolivia,20th century,BUSINESS SUPPLIES / EQUIPMENT,6414
ACdaB644e8F0Be2,Mckee-Krueger,Madagascar,21th century,ACCOUNTING,6245
6086a300CEA28Fd,Mejia-Hood,French Polynesia,21th century,E - LEARNING,8931
8f712a7dAD4B0C4,"Lawrence, Mata and Hart",Gibraltar,20th century,RELIGIOUS INSTITUTIONS,2379
9C67526d592AEb6,Mccullough-Griffin,South Georgia and the South Sandwich Islands,20th century,TRANSLATION / LOCALIZATION,5866
0BcDF5DF8bACfee,Gentry-Cummings,Tanzania,20th century,COMPUTER SOFTWARE / ENGINEERING,6333
0cdDEd601AAfdE4,Huber-Anthony,Malaysia,21th century,NON - PROFIT / VOLUNTEERING,4352
DA039E1e7871EFA,Ryan Ltd,Mauritania,21th century,PHARMACEUTICALS,9305
A814ABC3Bb43E26,Trevino LLC,Saint Lucia,20th century,ALTERNATIVE MEDICINE,2407
CbDCE033AB61de6,Oconnell Group,Zambia,20th century,MINING / METALS,6793
8e5E38Fd1DEBF40,Webster and Sons,Bermuda,21th century,INSURANCE,3139
5a1Fc99afbe8dd4,Rivers PLC,Isle of Man,20th century,INVESTMENT MANAGEMENT / HEDGE FUND / PRIVATE EQUITY,5240
7c221FcfFC6b1Ee,Camacho and Sons,Honduras,21th century,PLASTICS,3546
B92A0bb4Ca82977,Downs Ltd,Wallis and Futuna,21th century,PACKAGING / CONTAINERS,5473
f915B0D2E4a3CD6,Maynard and Sons,Korea,21th century,ARTS / CRAFTS,3608
D8FdDBF9eE6DD6B,Herring Ltd,Central African Republic,20th century,FINANCIAL SERVICES,5279
DC39FF15D18A7A2,Abbott-Morrow,Saint Pierre and Miquelon,20th century,ARCHITECTURE / PLANNING,8973
A4BecDFE8c0dAAB,"Mcknight, Ritter and Townsend",Kuwait,20th century,LIBRARY,1999
2b0afd0dFaaEa9c,Trevino-Esparza,Saint Martin,21th century,RENEWABLES / ENVIRONMENT,7548
d2aeE894BEf622E,"Mason, Finley and Livingston",French Guiana,21th century,CHEMICALS,4297
AD924DdA7d7ddF2,Parsons-Bridges,Iceland,21th century,POLITICAL ORGANIZATION,9971
3caCeE9BdBaF23c,"West, Gregory and Barrett",India,21th century,SUPERMARKETS,6473
3DFD3a1dAA5EDDF,Yang Group,Cameroon,20th century,FURNITURE,1620
D00128ff0d2dDDe,"Murillo, Gaines and Peters",San Marino,20th century,LAW PRACTICE / LAW FIRMS,2747
5dfbAd061F75f9d,Austin Group,Saint Pierre and Miquelon,20th century,RENEWABLES / ENVIRONMENT,8371
4D1F6ccdEEF3a44,Kim-Fox,Switzerland,21th century,FINANCIAL SERVICES,7295
2dAF8874fE7fBE1,"Travis, Juarez and Maldonado",Bosnia and Herzegovina,20th century,INTERNET,6456
C6fDBF18EEb50fC,"Gray, Reid and Chandler",Paraguay,20th century,ALTERNATIVE DISPUTE RESOLUTION,4869
cFC7E644338ba9e,Payne-Fitzpatrick,Zambia,20th century,E - LEARNING,1305
fE0aB1CeB6cFDAB,"Lester, Combs and Hart",Faroe Islands,20th century,HOSPITAL / HEALTH CARE,6585
E6ee0BF1D1cbe5c,Downs and Sons,Timor-Leste,21th century,PHOTOGRAPHY,6359
7c50542cfb44649,Hardin Group,Bhutan,21th century,POLITICAL ORGANIZATION,4393
EC36D289F69A3Da,"Harper, Maynard and Hunt",Niger,21th century,RANCHING,7856
ee8aBCB9aCA958E,"Collier, Thomas and Stein",South Georgia and the South Sandwich Islands,21th century,STAFFING / RECRUITING,3770
22e706EDe5Dffb7,"Nicholson, Carpenter and Schneider",Panama,21th century,CONSUMER SERVICES,2939
aA2be58aACBfAaa,Fields-Dougherty,Mauritius,21th century,MARKETING / ADVERTISING / SALES,8740
c1A0b978C7db7c1,Cantrell PLC,Sierra Leone,20th century,THINK TANKS,7815
3DDCAe4C961bf7e,Oneill Group,Marshall Islands,21th century,TELECOMMUNICATIONS,8062
B2444Bdfb7C5c52,"Sexton, Rocha and Sexton",Somalia,20th century,RENEWABLES / ENVIRONMENT,7831
EBA6BeFAaCfee93,"Guerrero, Galloway and Mayer",Solomon Islands,20th century,LEGISLATIVE OFFICE,5240
6db4Dd905F7086c,King-Gardner,Venezuela,20th century,PLASTICS,6486
CcAb4CA3E22C313,Morales LLC,Colombia,21th century,LEGAL SERVICES,9459
ca1C9B6F66b5738,"Solis, Becker and Simpson",Palau,20th century,LAW PRACTICE / LAW FIRMS,8977
e32Bbd441eFFbCA,Jacobs-Miranda,Netherlands,21th century,FARMING,4718
2D57ceCcf2f1eE2,Schroeder LLC,Falkland Islands (Malvinas),21th century,VETERINARY,6060
b2aA8BE4d1eF3cD,"Estes, Griffith and Zuniga",Burundi,20th century,BANKING / MORTGAGE,8295
DC5dECa6fAEf0a0,Bell-Bernard,Germany,20th century,HOSPITALITY,3966
eB024CEED0Cf52E,"Briggs, Houston and Lynn",Singapore,21th century,INDUSTRIAL AUTOMATION,9995
F41bA26528D5b9E,Todd Ltd,Guinea,21th century,TEXTILES,8760
C6EF7134bfa3B58,Cardenas Inc,Kyrgyz Republic,21th century,ACCOUNTING,5623
11eBbdFDDAcB9C5,"Bass, Hensley and Rubio",Solomon Islands,20th century,WINE / SPIRITS,4130
Cd20BD8ba113C97,Lang Group,Sierra Leone,20th century,VENTURE CAPITAL / VC,1103
6C7A42b1c6fff3d,Villa-Holt,Mexico,20th century,MENTAL HEALTH CARE,1605
8dF46Da963B67B7,"Klein, Robles and Mcneil",American Samoa,21th century,LOGISTICS / PROCUREMENT,8492
ACBbf16AAFCAdc5,Choi-Johnson,Croatia,21th century,FARMING,2326
c1e35FF0549D7A4,Bernard-Finley,Japan,20th century,ANIMATION,6073
A697afa4C7699Ef,Bright-Fleming,Guinea-Bissau,20th century,TELECOMMUNICATIONS,8839
F124bE8E148C9Ce,"Porter, Lawson and Cox",Australia,20th century,MACHINERY,1870
FeFaFED7c4e2C2b,Velez and Sons,Uruguay,21th century,UTILITIES,4708
7567fce5443eEd1,Dominguez-Shea,Armenia,20th century,WIRELESS,2212
27B284D6e4EA9Fb,Pearson-Larson,Guinea,21th century,LIBRARY,6472
A4D39Bfb9660fbb,Rodgers and Sons,Ethiopia,20th century,RECREATIONAL FACILITIES / SERVICES,2729
70efAEFF6559Dd4,Navarro-Meyer,Iceland,21th century,ENVIRONMENTAL SERVICES,5297
FDd99840E0f1EEA,Myers-Hamilton,Solomon Islands,20th century,PLASTICS,2540
CABaFE051f34CaA,Houston LLC,United States Minor Outlying Islands,21th century,HIGHER EDUCATION / ACADAMIA,5176
326fA1DafA4Ccbf,"Sanders, Turner and Roberts",Tanzania,20th century,PRINTING,8868
8cbE83aEF2dDC46,Hensley Ltd,Western Sahara,20th century,FOOD / BEVERAGES,8699
354F6EB23Bb09fE,Castillo Group,Christmas Island,20th century,SEMICONDUCTORS,4307
c06fF92F169Bda8,Edwards LLC,Brunei Darussalam,21th century,TRANSLATION / LOCALIZATION,2917
8d74b93CEAC2DE1,Randall Inc,Nigeria,20th century,MARKETING / ADVERTISING / SALES,5258
bf2fde799870cAA,Oconnor-Mosley,French Polynesia,21th century,AVIATION / AEROSPACE,2088
E70f9dcEEde22Af,Ford-Shepard,Holy See (Vatican City State),20th century,PUBLIC SAFETY,1060
f76D2c1D3D7bB89,Pace Ltd,Bulgaria,20th century,MANAGEMENT CONSULTING,7593
80DCF87Ed2FdF5F,Blanchard-Caldwell,Switzerland,20th century,COMMERCIAL REAL ESTATE,5470
a1CEcCE2b4BE9C0,Garrison LLC,Belize,21th century,OUTSOURCING / OFFSHORING,2771
E01832Eb958cba7,Mcpherson Inc,Martinique,21th century,MILITARY INDUSTRY,9173
a80ABdCf2A9c3bB,"Callahan, Ayers and Gilbert",Kenya,21th century,EVENTS SERVICES,9938
d9A4Ba3b9da65ff,Holland-Bates,Andorra,21th century,INTERNATIONAL AFFAIRS,6257
638a1ff0B93228a,Bullock PLC,Tunisia,20th century,PLASTICS,5853
cdF5De4B7e4EFDe,Pittman-Finley,Guinea-Bissau,20th century,LUXURY GOODS / JEWELRY,5355
BfeaEA442B6Bc20,Hicks-Wiley,Kazakhstan,21th century,GRAPHIC DESIGN / WEB DESIGN,9185
0a1eD967BCF7BAe,"Mccormick, Doyle and Gould",Libyan Arab Jamahiriya,21th century,ALTERNATIVE MEDICINE,7756
eE2D0BBBf7EDDB5,Roberts and Sons,Congo,21th century,CIVIC / SOCIAL ORGANIZATION,9392
740E660FF9DBAeB,"Cooke, Hull and Barnett",Denmark,21th century,MARKET RESEARCH,1938
F59Dc50FdC5Ac56,Dudley and Sons,Canada,20th century,NON - PROFIT / VOLUNTEERING,7182
30dC8CD5c6bB7c8,Anderson-Zhang,Antigua and Barbuda,21th century,MANAGEMENT CONSULTING,4345
11af17A6afFcdD2,Roth-Neal,Guernsey,20th century,RETAIL INDUSTRY,6023
FBD7Eac28c6cB8a,Walter-Strickland,Italy,20th century,PUBLISHING INDUSTRY,7008
965e8D01F3D600C,Howard Group,Gambia,21th century,MOTION PICTURES / FILM,9137
fB4Cba5ff2D792E,"Harvey, Travis and Stanley",Armenia,21th century,PUBLIC RELATIONS / PR,2563
eCbDBAADcAeFCe6,"Mckay, Rosario and Rollins",Mozambique,20th century,CHEMICALS,7360
5dFCe8F2bB11a3D,Rowland and Sons,Reunion,20th century,RESTAURANTS,5631
CFA7c3AE3ba6AfE,Cochran LLC,Turks and Caicos Islands,21th century,MARKETING / ADVERTISING / SALES,8907
ad836C3B679BBfB,Pierce-Browning,Malaysia,20th century,RANCHING,3746
d7a6cA88Bb0f7EB,Salazar and Sons,American Samoa,20th century,THINK TANKS,5264
edC6eAB63d119c7,Costa PLC,Cayman Islands,20th century,GAMBLING / CASINOS,4213
85267e75ed2F63E,Riley-Page,Namibia,21th century,REAL ESTATE / MORTGAGE,3376
7EFB0BD8fDF3ADE,"Spence, Pittman and Mccarthy",Germany,20th century,FURNITURE,2990
a652a5BEAA99ECC,Hamilton Ltd,French Southern Territories,20th century,LUXURY GOODS / JEWELRY,6782
E2b6E791cB4c298,Romero LLC,Reunion,20th century,INTERNATIONAL TRADE / DEVELOPMENT,3430
EBa59F12E67B1a8,West-Sherman,Australia,21th century,PAPER / FOREST PRODUCTS,4132
61b8e46F21e4Bd2,Christian Inc,Benin,21th century,ALTERNATIVE MEDICINE,1450
7EAb8aC8a84Da78,Bean LLC,Korea,21th century,COMPUTER HARDWARE,6258
aB1cDEFF6bBAa8b,Lucas-Spears,Mayotte,20th century,DAIRY,1829
A2CA0dF19ccbF48,Harding PLC,United States Minor Outlying Islands,20th century,PROFESSIONAL TRAINING,5647
9F996e48C1dEfBA,"Jimenez, Carey and Brennan",Swaziland,21th century,PROGRAM DEVELOPMENT,9030
b9284FFedFc1B68,Duke Ltd,Congo,21th century,WHOLESALE,9127
e3aa4E44FAe1272,Franklin-Chang,Mauritius,20th century,LEGAL SERVICES,5905
6CA237838cC997D,Holder and Sons,Mali,21th century,RECREATIONAL FACILITIES / SERVICES,4958
B2677ce3DfB49Fd,Greene-Peterson,United States of America,20th century,ENTERTAINMENT / MOVIE PRODUCTION,4809
a7121bd0D2a6ED5,Yu-Salas,Solomon Islands,21th century,LUXURY GOODS / JEWELRY,9188
04A75F1bAAdEfFF,Le LLC,Gabon,21th century,LAW PRACTICE / LAW FIRMS,3315
0da1aaaCEaA7cde,Gibbs Ltd,Spain,20th century,RAILROAD MANUFACTURE,3370
4fe4F5EAa838edB,Choi-Pineda,Greece,21th century,COMPUTER HARDWARE,8972
Be8DbEeEEab8425,Bonilla-Acosta,Djibouti,20th century,STAFFING / RECRUITING,4968
9EcD24B0009aa33,Johns-Christian,Libyan Arab Jamahiriya,20th century,RECREATIONAL FACILITIES / SERVICES,8733
AC633fC7fA9CE57,"Cobb, Thompson and Ochoa",Nicaragua,21th century,ENTERTAINMENT / MOVIE PRODUCTION,2913
dFc0AEdB1439AAd,Powers-Jimenez,Congo,21th century,WAREHOUSING,7765
641DD2e19Bf2f8B,George Ltd,Morocco,21th century,HOSPITALITY,3427
baDCd0D2D716CBf,Patton LLC,Liechtenstein,21th century,LEGISLATIVE OFFICE,8943
8dB36A3daaA04aa,Newman-Banks,Russian Federation,20th century,HEALTH / FITNESS,9079
c6460BAa1a75AAc,"Noble, Macdonald and Davenport",Seychelles,21th century,SUPERMARKETS,1125
B9cc17dbc6e6bFb,Lucas PLC,Norway,21th century,NANOTECHNOLOGY,1381
FCcE79Da3D1f758,"Wilkins, Franklin and Roy",Mauritius,20th century,INVESTMENT MANAGEMENT / HEDGE FUND / PRIVATE EQUITY,5740
85DfCA9161EFfE1,"Blake, Sherman and Bond",Norfolk Island,21th century,FURNITURE,7272
1FCF1c305197c7b,"Jensen, Davis and Moody",Dominican Republic,21th century,SPORTING GOODS,2908
aeFBe581C6F5dBf,Quinn-Browning,New Caledonia,21th century,PUBLIC RELATIONS / PR,1695
F80C5FB60dC78B2,Cline-Buckley,French Southern Territories,21th century,ALTERNATIVE DISPUTE RESOLUTION,8154
F4B72FeBC91c07D,Mccarthy Inc,Nigeria,20th century,LEISURE / TRAVEL,8126
e21Dfcc8FCBae6d,Zhang LLC,Georgia,20th century,SHIPBUILDING,1825
2A95a506cBbAE6A,Peck-Ellison,Palestinian Territory,21th century,WHOLESALE,1958
342E2F3888FD627,Vazquez Inc,Montenegro,20th century,GLASS / CERAMICS / CONCRETE,3401
1dA11fe78e9e81c,Middleton Ltd,Kyrgyz Republic,20th century,VETERINARY,5265
E14D451E1c5527b,Sullivan-Nguyen,Guam,20th century,FARMING,3330
C8e3Baa72F727e8,"Fields, Kirk and Munoz",Indonesia,20th century,LIBRARY,8662
8F4d79Bf605cB57,Trevino-Stephens,Tuvalu,21th century,LIBRARY,1512
E3CcbC14d59f525,"Kidd, Murphy and Dougherty",Uganda,21th century,FINANCIAL SERVICES,3613
A19DCfC1C91ab29,Collins Inc,Slovakia (Slovak Republic),20th century,IMPORT / EXPORT,6502
Bd76adFdbF98826,Johnston Inc,Morocco,20th century,LAW ENFORCEMENT,3793
A784A1B180ebc8E,Flowers and Sons,Switzerland,20th century,ANIMATION,7626
cFAb36CAF0D362b,Kidd and Sons,Italy,21th century,WIRELESS,2445
55EA89bc1dbaCAD,Dickerson-Clements,Suriname,20th century,REAL ESTATE / MORTGAGE,5718
6fd18490FeB40aF,Morales LLC,Tonga,21th century,RANCHING,8601
640ea8Ee71DFE28,Cervantes PLC,Israel,20th century,INDUSTRIAL AUTOMATION,3799
D20efEd4815c451,"Wyatt, Costa and Freeman",Albania,21th century,TELECOMMUNICATIONS,4667
C6402ABa0D1CE75,Callahan Group,Gabon,20th century,FURNITURE,5168
b23F5b2dDc3a8AB,"Pugh, Gregory and Schmidt",French Polynesia,21th century,NANOTECHNOLOGY,6562
Deab25749eaCEEd,"Orozco, Gibbs and Chavez",Colombia,21th century,INVESTMENT MANAGEMENT / HEDGE FUND / PRIVATE EQUITY,4256
ebDFEb26AeadDEA,Arroyo-Wilson,Svalbard & Jan Mayen Islands,20th century,ANIMATION,6025
cFCC78f9fA4B4e3,Jones Ltd,Mauritius,20th century,MEDIA,5379
1f9Be20efFFB5e8,Hudson Inc,Bermuda,21th century,PHARMACEUTICALS,7804
C1Fb6cc0f74CE0c,Gutierrez LLC,Marshall Islands,21th century,PHARMACEUTICALS,5016
C14cEe8aE0dd58E,Griffith-Lee,Eritrea,20th century,PHOTOGRAPHY,6736
a32fccb7B1a4308,Becker-Rose,Jordan,21th century,MARITIME,4206
8d63CFB9ed65c4e,Hogan Inc,France,20th century,OIL / ENERGY / SOLAR / GREENTECH,2277
691F1f0Aff1CECC,Hobbs-Mccarty,Reunion,21th century,BUSINESS SUPPLIES / EQUIPMENT,9124
Df3ff3cb7c2EFaF,Stout-Mcconnell,Mauritius,20th century,MOTION PICTURES / FILM,5340
dd75ff1F783B8C8,Elliott Ltd,El Salvador,21th century,ONLINE PUBLISHING,3140
bBf9Ea415D5Deb1,"Hampton, Liu and Walter",Russian Federation,20th century,INFORMATION TECHNOLOGY / IT,8568
ff60844Fec1cd78,Gaines-Webb,Bermuda,21th century,DEFENSE / SPACE,5289
B324Fb7deDbA9c1,Hunter Group,Lao People's Democratic Republic,20th century,PHARMACEUTICALS,3849
71A1570DBA8d6c7,Good-Santana,Palestinian Territory,21th century,INVESTMENT BANKING / VENTURE,3451
84082Af99CC43c3,Powers LLC,Morocco,20th century,SUPERMARKETS,8802
11BeD720Ed3763C,Hunt-Hays,Marshall Islands,21th century,ELECTRICAL / ELECTRONIC MANUFACTURING,4015
AD9A6fcdd976e81,Knight-Hancock,Madagascar,20th century,LEGAL SERVICES,6730
f0684Ebe6FF06e9,"Stephens, Fields and Stokes",Dominican Republic,21th century,CIVIC / SOCIAL ORGANIZATION,2803
8e656e32A0AfB9d,Mcguire-Sosa,Turkmenistan,20th century,FOOD / BEVERAGES,3310
7ad0d6EfAaCdFc5,Willis-Craig,Qatar,21th century,SEMICONDUCTORS,6724
fCf14ABdCDAd4Fb,"Nixon, Trevino and Neal",Anguilla,20th century,CONSUMER ELECTRONICS,1250
De01c3cB4b68Ed9,Mullins PLC,Suriname,20th century,OIL / ENERGY / SOLAR / GREENTECH,8048
1118B8c1A274bac,"Benton, Jordan and Mathis",Eritrea,20th century,FOOD / BEVERAGES,7226
Ef5765877E8C8eb,Yang PLC,Israel,21th century,ARCHITECTURE / PLANNING,2443
2dA2C912aA24bC1,Hoffman Ltd,Mali,20th century,SHIPBUILDING,2701
6cbBaf3477D93Da,Clayton Ltd,Peru,20th century,LUXURY GOODS / JEWELRY,6898
AC34C4B9F9FAC4A,"Velasquez, Walker and Wilson",Croatia,20th century,PACKAGING / CONTAINERS,3308
eA655Ae7e4ad1e3,"Leblanc, Baird and Baker",Croatia,21th century,DEFENSE / SPACE,8791
4f03dfAE00aE6bF,Mays and Sons,South Africa,21th century,ELECTRICAL / ELECTRONIC MANUFACTURING,1342
AF14D9Ce420010c,Weiss Inc,Cameroon,21th century,INVESTMENT MANAGEMENT / HEDGE FUND / PRIVATE EQUITY,7576
AC9E87aae3C14D2,Copeland-Rodgers,Sudan,20th century,MENTAL HEALTH CARE,7538
dEBbc9b6b7c4c7C,Perkins and Sons,Belize,20th century,COMPUTER GAMES,6275
Df6E9cB7873b6ac,"Cohen, Boyle and Moran",Timor-Leste,20th century,RESTAURANTS,1047
8D842cf41B9FF0d,Adkins and Sons,Lao People's Democratic Republic,20th century,LOGISTICS / PROCUREMENT,4848
6Cc883FaAcba9eC,Franco-Santiago,Syrian Arab Republic,20th century,HOSPITAL / HEALTH CARE,4006
